catalog_food_id,name_tr,category_tr,suggested_category_tr,calories_100g,protein_100g,carbs_100g,fat_100g,fiber_100g,sugar_100g,sodium_mg_100g,default_portion_label_tr,default_portion_grams,candidate_1_name_tr,candidate_1_calories_100g,candidate_quality,proposed_status,issues_summary,recommended_action
191,Nohut Yemeği,Baklagil,,130,6,18,4,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
192,Bamya Yemeği,Genel,Yemek,90,2,10,4.5,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
193,Mücver,Genel,Yemek,160,5.3333,12,10.6667,0,0,0,1 Porsiyon,150,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
194,Patates Salatası,Sebze,,120,2,16,5.3333,0,0,0,1 Porsiyon,150,Ev Yapımı Patates Salatası,143.0,likely_related,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
195,Çoban Salata,Genel,Sebze,42.5,1,5,2,0,0,0,1 Kase,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
196,Piyaz,Genel,Yemek,110,5,14,4,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
197,Falafel,Genel,Yemek,285,12.5,27.5,15,0,0,0,1 Adet,20,Ev Yapımı Falafel,333.0,likely_related,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
198,Lahana Sarması,Yemek,,120,5,14,5,0,0,0,1 Adet,100,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
199,Ispanak Yemeği,Sebze,,70,2.5,5,4.5,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
200,Fırın Makarna,Tahıl & Ekmek,,168,6.4,20.8,6.4,0,0,0,1 Porsiyon,250,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
201,Balık Tava,Balık & Deniz,,160,12,9,9,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
202,Midye Tava,Balık & Deniz,,186.6667,9.3333,14.6667,10.6667,0,0,0,1 Porsiyon,150,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
203,Kumpir,Genel,Yemek,128.5714,3.4286,16.5714,5.1429,0,0,0,1 Adet,350,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
204,Dürüm (Tavuk),Et & Tavuk,,192,11.2,19.2,7.2,0,0,0,1 Adet,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
205,Yayla Çorbası,Çorba,,58,2,7.2,2.4,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
206,Şehriye Çorbası,Çorba,,52,1.6,8,1.6,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
207,Düğün Çorbası,Çorba,,64,3.2,5.6,3.2,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
208,Brokoli Çorbası,Çorba,,44,2,4.8,2,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
209,Yüksük Çorbası,Çorba,,62,2.4,8.8,2,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
210,Tahin Pekmez,Genel,Kahvaltılık,490,10,70,20,0,0,0,1 Porsiyon,40,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Kahvaltılık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
211,Krep,Genel,,225,7.5,30,8.75,0,0,0,1 Adet,80,"Buttermilk Pankek, Ev Yapımı",227.0,unclear,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=unclear | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
212,Waffle,Genel,,291,7,38,12,0,0,0,1 Adet,100,"Sade, Ev Yapımı, Waffle",291.0,likely_related,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=likely_related | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
213,Poğaça (Zeytinli),Tahıl & Ekmek,,350,7.5,40,17.5,0,0,0,1 Adet,80,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
214,Ayçiçek Yağı,Genel,Yağ & Sos,900,0,0,100,0,0,0,1 Yemek Kaşığı,10,Ayçiçek yağı,884.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Yağ & Sos | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
215,Antep Fıstığı,Genel,Kuruyemiş,600,20,25,50,0,0,0,1 Adet,2,Çiğ Antep Fıstığı,597.98,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | portion_grams_extreme(2.0) | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
216,Kaju,Genel,Kuruyemiş,523.3333,16.6667,30,40,0,0,0,1 Kase,30,Çiğ Kaju,564.664,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
217,Leblebi,Genel,Kuruyemiş,400,20,60,6.6667,0,0,0,1 Kase,30,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
218,Karışık Kuruyemiş,Genel,Kuruyemiş,583.3333,16.6667,20,50,0,0,0,1 Kase,30,Karışık Kuruyemiş ve Meyve,462.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | category_mismatch: Genel -> Kuruyemiş | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
219,Bisküvi (Petibör),Genel,Atıştırmalık,520,8,75,20,0,0,0,1 Adet,10,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
220,Çikolata (Sütlü),Süt Ürünleri,Atıştırmalık,500,6.6667,53.3333,30,0,0,0,1 Adet,30,Sütlü Çikolata,535.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
221,Gofret,Genel,Atıştırmalık,466.6667,6.6667,60,23.3333,0,0,0,1 Adet,30,Az Yağlı Vanilyalı Gofret Kurabiye,441.0,likely_related,LIKELY_OK_OR_USDA_CLOSE,LIKELY_OK_OR_USDA_CLOSE | candidate_quality=likely_related | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
222,Cips (Patates),Sebze,Atıştırmalık,506.6667,6.6667,50,33.3333,0,0,0,1 Porsiyon,30,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | category_mismatch: Sebze -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
223,Kraker,Genel,Atıştırmalık,400,10,60,13.3333,0,0,0,1 Porsiyon,30,Atıştırmalık Kraker,463.0,bad_candidate_keyword,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING,REJECT_USDA_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=bad_candidate_keyword | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
224,Popcorn,Genel,Atıştırmalık,310,10,40,13.3333,0,0,0,1 Kase,30,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Atıştırmalık | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
225,Granola Bar,Tahıl & Ekmek,,475,10,70,17.5,0,0,0,1 Adet,40,Granola Bar,342.0,likely_related,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW,USDA_RELATED_BUT_VALUES_DIFFER_REVIEW | candidate_quality=likely_related | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,USDA adayını elle kontrol et; pişmiş/çiğ farkını netleştir
226,İrmik Helvası,Tatlı,,280,4,38,13,0,0,0,1 Porsiyon,100,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | sugar_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
227,Lokma,Genel,Tatlı,300,4,40,14,0,0,0,1 Adet,25,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Tatlı | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
228,Turşu (Karışık),Genel,Sebze,40,1,8,0.2,0,0,0,1 Porsiyon,50,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Genel -> Sebze | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
229,Peynirli Tost,Süt Ürünleri,,226.6667,9.3333,24,10.6667,0,0,0,1 Adet,150,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
230,Sucuklu Pide,Et & Tavuk,,272,11.2,28.8,12.8,0,0,0,1 Adet,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
231,Tavuklu Salata,Et & Tavuk,,88,9.6,4,4,0,0,0,1 Kase,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
232,Ton Salata,Genel,Yemek,97.5,11,4,4.5,0,0,0,1 Kase,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | category_mismatch: Genel -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
233,Mercimek Salatası,Baklagil,,90,5,13,2.5,0,0,0,1 Kase,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
234,Zeytinyağlı Enginar,Yağ & Sos,Yemek,80,2,7,5,0,0,0,1 Porsiyon,200,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | category_mismatch: Yağ & Sos -> Yemek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
235,Fasulye Pilaki,Baklagil,,105,3.5,15,3.5,0,0,0,1 Porsiyon,200,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_likely_placeholder_zero | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
236,Karnıyarık (Kıymalı),Yemek,,136,6.4,7.2,9.6,0,0,0,1 Porsiyon,250,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
237,Tavuk Sote,Et & Tavuk,,130,16,4,5.5,0,0,0,1 Porsiyon,200,,,no_candidate,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE,RECIPE_OR_TURKISH_MEAL_NEEDS_MANUAL_SOURCE | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,TÜRKOMP/tarif hesabı gerekir
238,Balık (Izgara),Balık & Deniz,,137.3333,22.6667,0,4.6667,0,0,0,1 Porsiyon,150,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kaynak bulunana kadar pending kalsın
239,Muzlu Süt,Süt Ürünleri,İçecek,72,2.8,11.2,1.6,0,0,0,1 Bardak,250,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> İçecek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
240,Çay (Sütlü),Süt Ürünleri,İçecek,30,1,4,1,0,0,0,1 Fincan,150,,,no_candidate,NO_CANDIDATE_KEEP_CURRENT_PENDING,NO_CANDIDATE_KEEP_CURRENT_PENDING | candidate_quality=no_candidate | sugar_likely_placeholder_zero | category_mismatch: Süt Ürünleri -> İçecek | fiber_100g_zero_placeholder | sugar_100g_zero_placeholder | sodium_mg_100g_zero_placeholder,Kategori düzelt + değer kontrol
