candidate_id,name_tr,name_en,category_tr,target_state,preferred_source,exists_in_current_catalog,existing_food_id,existing_food_name,existing_match_confidence,original_match_status,usda_food_id,usda_name_en,usda_calories_100g,usda_protein_100g,usda_carbs_100g,usda_fat_100g,usda_fiber_100g,usda_sugar_100g,usda_sodium_mg_100g,usda_score,state_match,base_food_match,category_match,variant_warning,missing_nutrient_warning,audit_decision,audit_note
wl_081,Soda Limon,Lemon soda,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_082,Root Beer,Root beer,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_083,Cola (Şekersiz),Sugar-free cola,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_084,Meyveli Gazoz,Fruit soda,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_085,Vitamin Su,Vitamin water,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_086,Protein Süt,Protein milk drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_087,Yoğurt İçeceği,Yogurt drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_088,Tarçınlı Süt,Cinnamon milk,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_089,Salep (Şekersiz),Salep unsweetened,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_090,Demleme Çay (Büyük Fincan),Brewed tea large cup,İçecek,unsweetened,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_091,Cold Brew Kahve,Cold brew coffee,İçecek,unsweetened,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_092,Macchiato,Macchiato,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_093,Cortado,Cortado,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_094,Affogato,Affogato,İçecek,any,TURKOMP_OR_RECIPE,false,,,none,recipe_or_turkomp_needed,,,,,,,,,,,,,,,,recipe_or_turkomp_needed,Turkish dish or recipe-based item — TürKomp or ingredient recipe; USDA skipped.
wl_095,Sahlep Tozu İçecek,Instant salep drink mix,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_096,Toz İçecek (Portakal),Orange drink powder mix,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_097,Buzlu Çay (Şekersiz),Unsweetened iced tea,İçecek,unsweetened,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_098,Bitter Limonata,Bitter lemon drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_099,Enerji İçeceği (Şekersiz),Sugar-free energy drink,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_100,Maden Suyu (Meyveli),Flavored sparkling water,İçecek,any,OPEN_FOOD_FACTS,false,,,none,open_food_facts_needed,,,,,,,,,,,,,,,,open_food_facts_needed,Packaged/branded product — use Open Food Facts barcode lookup; USDA skipped.
wl_101,Sıcak Süt,Hot milk,İçecek,whole milk,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_102,Zencefil Çayı,Ginger tea,İçecek,unsweetened,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_111,Yaban Mersini,Blueberries,Meyve,raw,USDA,false,,,none,can_update_from_usda,6425,"Blueberries, Raw",63.8563,0.7031,14.5718,0.3063,0,0,0,88.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_112,Ahududu,Raspberries,Meyve,raw,USDA,true,146,Ahududu,medium,can_update_from_usda,5990,"Raspberries, Raw",57.3375,1.0081,12.9044,0.1875,0,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Ahududu) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_113,Böğürtlen,Blackberries,Meyve,raw,USDA,true,145,Böğürtlen,medium,wrong_or_weak_match,6464,Raw Blackberry,43,1.39,9.61,0.49,5.3,4.88,1,35,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Böğürtlen) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_114,Misket Limonu,Lime,Meyve,raw,USDA,false,,,none,can_update_from_usda,4028,"Limes, Raw",30,0.7,10.54,0.2,2.8,1.69,2,55.1667,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_115,Trabzon Hurması,Persimmon,Meyve,raw,USDA,false,,,none,can_update_from_usda,6168,Raw Japanese Persimmon,70,0.58,18.59,0.19,3.6,12.53,1,88.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_116,Çarkıfelek,Passion fruit,Meyve,raw,USDA,false,,,none,can_update_from_usda,6258,Raw Purple Passion Fruit,97,2.2,23.38,0.7,10.4,11.2,28,88.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_117,Kuru İncir,Dried figs,Meyve,dried,USDA,false,,,none,can_update_from_usda,2262,Stewed Dried Figs,107,1.42,27.57,0.4,4.2,23.35,4,88.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_118,Kuru Erik,Prunes,Meyve,dried,USDA,false,,,none,can_update_from_usda,3420,Dried Prunes,240,2.18,63.88,0.38,7.1,38.13,2,90,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_119,Kızılcık,Cranberries,Meyve,raw,USDA,false,,,none,can_update_from_usda,6405,Raw Cranberries,46,0.46,11.97,0.13,3.6,4.27,2,63.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_120,Kestane (Haşlanmış),Chestnuts boiled,Meyve,boiled,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_121,Ananas,Pineapple,Meyve,raw,USDA,true,61,Ananas,medium,can_update_from_usda,5998,Raw Pineapple,50,0.54,13.12,0.12,1.4,9.85,1,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Ananas) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_122,Mango,Mango,Meyve,raw,USDA,true,148,Mango,medium,can_update_from_usda,6353,"Ataulfo Mango, Raw, Peeled",78.4665,0.6875,17.3962,0.6813,1.289,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Mango) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_123,Avokado,Avocado,Meyve,raw,USDA,true,13,Avokado,medium,can_update_from_usda,6009,"Avocado, Raw",160,2,8.53,14.66,6.7,0.66,7,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Avokado) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_124,Greyfurt,Grapefruit,Meyve,raw,USDA,true,64,Greyfurt,medium,can_update_from_usda,534,White Grapefruit,32,0.63,8.19,0.1,0,0,0,88.5,false,true,true,"Aday, istenen jenerik gıdadan daha özel bir varyant olabilir.",,manual_review_existing_food,"Mevcut gıda; USDA adayı yakın ancak varyant uyarısı: Aday, istenen jenerik gıdadan daha özel bir varyant olabilir."
wl_125,Mandalina,Mandarin,Meyve,raw,USDA,true,50,Mandalina,medium,can_update_from_usda,6357,"Mandarin, Raw, Peeled, Seedless",61.9623,1.0394,13.4218,0.4575,1.328,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Mandalina) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_126,Ayva,Quince,Meyve,raw,USDA,true,142,Ayva,medium,can_update_from_usda,109,"Quince, Raw",57,0.4,15.3,0.1,1.9,0,4,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Ayva) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_127,Dut,Mulberry,Meyve,raw,USDA,true,147,Dut (Taze),strong,wrong_or_weak_match,1799,"Mulberries, Raw",43,1.44,9.8,0.39,1.7,8.1,10,35,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Dut (Taze)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_128,Kuru Üzüm,Raisins,Meyve,dried,USDA,true,151,Kuru Üzüm,exact,can_update_from_usda,5889,Seeded Raisins,296,2.52,78.47,0.54,6.8,0,28,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Kuru Üzüm) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_129,Kuru Kayısı,Dried apricots,Meyve,dried,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_130,Hurma,Dates,Meyve,dried,USDA,true,63,Hurma (Medjool),medium,can_update_from_usda,1260,Deglet Noor Dates,282,2.45,75.03,0.39,8,63.35,2,63.5,false,true,true,,,manual_review_existing_food,Mevcut gıda; USDA eşleşmesi tam kesin değil — elle kontrol gerekli.
wl_131,Kavun,Melon,Meyve,raw,USDA,true,54,Kavun,medium,can_update_from_usda,6201,"Cantaloupe Melon, Raw",34,0.82,8.16,0.18,0.8,0,30,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Kavun) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_132,Kiraz,Cherries,Meyve,raw,USDA,true,56,Kiraz,medium,can_update_from_usda,6370,"Sweet Cherries, Raw",70.5425,1.0394,16.1631,0.1925,0,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Kiraz) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_133,Vişne,Sour cherries,Meyve,raw,USDA,true,144,Vişne,medium,can_update_from_usda,5460,"Sour Cherries, Raw",50,1,12.18,0.3,1.6,8.49,3,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Vişne) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_134,Böğürtlen (Dondurulmuş),Blackberries frozen,Meyve,frozen,USDA,true,145,Böğürtlen,medium,likely_match_manual_check,1753,Frozen Unsweetened Blackberry,64,1.18,15.67,0.43,5,10.67,1,47.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Böğürtlen) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_135,Muz (Olgun),Banana ripe,Meyve,raw,USDA,true,46,Muz,medium,can_update_from_usda,6262,"Banana, Raw",89,1.09,22.84,0.33,2.6,12.23,1,68.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Muz) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_136,Elma (Yeşil),Green apple,Meyve,raw,USDA,true,45,Elma,medium,can_update_from_usda,6172,"Apple, Raw, With Skin",52,0.26,13.81,0.17,2.4,10.39,1,74.2143,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Elma) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_137,Armut (Williams),Williams pear,Meyve,raw,USDA,true,55,Armut,medium,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_138,Şeftali,Peach,Meyve,raw,USDA,true,141,Şeftali,medium,can_update_from_usda,6504,"Peach, Raw",42,0.91,10.1,0.27,1.5,0,13,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Şeftali) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_139,Nektarin,Nectarine,Meyve,raw,USDA,false,,,none,can_update_from_usda,6266,"Nectarine, Raw",39,1.06,9.18,0.28,1.5,0,13,88.5,true,true,false,,,manual_review_new_food,Yeni gıda; USDA adayı düşük güven veya eksik hizalama.
wl_140,Erik,Plum,Meyve,raw,USDA,true,57,Erik,medium,can_update_from_usda,6132,Raw Plum,46,0.7,11.42,0.28,1.4,9.92,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Erik) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_141,Kayısı,Apricot,Meyve,raw,USDA,true,62,Kayısı (Taze),strong,can_update_from_usda,6182,"Apricot, Raw, With Skin",48.445,0.9613,10.2387,0.405,1.51,0,0,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Kayısı (Taze)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_142,İncir (Taze),Fresh fig,Meyve,raw,USDA,true,58,İncir (Taze),exact,wrong_or_weak_match,6501,Raw Figs,74,0.75,19.18,0.3,2.9,16.26,1,22.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (İncir (Taze)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_143,Nar,Pomegranate,Meyve,raw,USDA,true,59,Nar,medium,can_update_from_usda,6265,Raw Pomegranate,83,1.67,18.7,1.17,4,13.67,3,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Nar) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_144,Böğürtlen Reçeli Meyvesi,Mixed berries,Meyve,raw,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_145,Kuru Dut,Dried mulberry,Meyve,dried,MANUAL_REVIEW,false,,,none,manual_review_needed,,,,,,,,,,,,,,,,manual_source_needed,Low-coverage or baseline item — manual nutrition review; USDA optional.
wl_146,Turp,Radish,Sebze,raw,USDA,false,,,none,can_update_from_usda,5287,"Radish Sprouts, Raw",43,3.81,3.6,2.53,0,0,6,88.5,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_147,Brüksel Lahanası (Haşlanmış),Brussels sprouts boiled,Sebze,boiled,USDA,false,,,none,can_update_from_usda,2340,Boiled without Salt Brussels Sprouts,36,2.55,7.1,0.5,2.6,1.74,21,60,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_148,Kuşkonmaz (Haşlanmış),Asparagus boiled,Sebze,boiled,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_149,Bakla (Taze),Fava beans fresh,Sebze,raw,USDA,false,,,none,no_source_match,,,,,,,,,,,,,,,,manual_review_new_food,No USDA candidates passed strict scoring filters.
wl_150,Maydanoz (Taze),Parsley fresh,Sebze,raw,USDA,false,,,none,can_update_from_usda,5213,Fresh Parsley,36,2.97,6.33,0.79,3.3,0.85,56,60,true,true,false,,,manual_review_new_food,Yeni gıda; USDA adayı düşük güven veya eksik hizalama.
wl_151,Dereotu (Taze),Dill fresh,Sebze,raw,USDA,false,,,none,likely_match_manual_check,5209,Fresh Dill,43,3.46,7.02,1.12,2.1,0,61,50,true,true,false,,,manual_review_new_food,Yeni gıda; USDA adayı düşük güven veya eksik hizalama.
wl_152,Kırmızı Lahana (Çiğ),Red cabbage raw,Sebze,raw,USDA,false,,,none,can_update_from_usda,6257,"Red Cabbage, Raw",34.0538,1.2425,6.7899,0.2138,0,0,11.72,81.6667,true,true,true,,,approved_new_food_candidate,Yeni gıda adayı; USDA eşleşmesi onaylandı.
wl_153,Patates (Çiğ),Potato raw,Sebze,raw,USDA,true,76,Patates (Haşlanmış),medium,can_update_from_usda,558,"White Potato, Raw, Flesh and Skin",69,1.68,15.71,0.1,2.4,1.15,16,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Patates (Haşlanmış)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_154,Nane (Taze),Mint fresh,Sebze,raw,USDA,false,,,none,wrong_or_weak_match,5214,Fresh Peppermint,70,3.75,14.89,0.94,8,0,31,37.5,true,true,false,,,manual_review_new_food,Yeni gıda; USDA adayı düşük güven veya eksik hizalama.
wl_155,Soğan (Kuru),Onion dry,Sebze,raw,USDA,true,152,Soğan (Çiğ),strong,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_156,Roka,Arugula,Sebze,raw,USDA,true,74,Roka,medium,can_update_from_usda,6315,"Arugula, Raw",30.993,1.6487,5.3682,0.325,2.28,0,86.93,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Roka) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_157,Marul (Iceberg),Iceberg lettuce,Sebze,raw,USDA,true,67,Marul,medium,can_update_from_usda,6163,"Iceberg Lettuce, Raw",17.1088,0.7425,3.3687,0.0737,0,0,16.11,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Marul) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_158,Ispanak (Çiğ),Spinach raw,Sebze,raw,USDA,true,17,Ispanak (Çiğ),exact,can_update_from_usda,2181,"Mustard Spinach, Raw",22,2.2,3.9,0.3,2.8,0,21,76,false,false,true,,,manual_review_existing_food,Ispanak (Çiğ) → hardal/su ıspanağı; normal ıspanak gerekli. Mevcut katalog girdisi var (Ispanak (Çiğ)).
wl_159,Ispanak (Haşlanmış),Spinach boiled,Sebze,boiled,USDA,true,17,Ispanak (Çiğ),medium,can_update_from_usda,5367,Boiled Spinach without Salt,23,2.97,3.75,0.26,2.4,0.43,70,60,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Ispanak (Çiğ)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_160,Brokoli (Haşlanmış),Broccoli boiled,Sebze,boiled,USDA,true,69,Brokoli (Haşlanmış),exact,can_update_from_usda,2339,Boiled without Salt Broccoli,35,2.38,7.18,0.41,3.3,1.39,41,60,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Brokoli (Haşlanmış)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_161,Karnabahar (Haşlanmış),Cauliflower boiled,Sebze,boiled,USDA,true,70,Karnabahar (Haşlanmış),exact,can_update_from_usda,2638,"Cauliflower, Boiled without Salt",23,1.84,4.11,0.45,2.3,2.08,15,88.5,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Karnabahar (Haşlanmış)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_162,Bezelye (Haşlanmış),Green peas boiled,Sebze,boiled,USDA,true,78,Bezelye (Haşlanmış),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_163,Mısır (Haşlanmış),Sweet corn boiled,Sebze,boiled,USDA,true,77,Mısır (Haşlanmış),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_164,Patlıcan (Izgara),Eggplant grilled,Sebze,grilled,USDA,true,72,Patlıcan (Izgara),exact,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_165,Kabak (Izgara),Zucchini grilled,Sebze,grilled,USDA,true,71,Kabak,medium,no_source_match,,,,,,,,,,,,,,,,manual_review_existing_food,Katalogda mevcut; USDA adayı yok veya zayıf. Manuel doğrulama gerekli.
wl_166,Biber (Kırmızı Çiğ),Red bell pepper raw,Sebze,raw,USDA,true,163,Biber (Çiğ),strong,can_update_from_usda,6231,"Red Bell Pepper, Raw",31.3256,0.8956,6.6532,0.1256,1.158,0,0,90,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Biber (Çiğ)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
wl_167,Biber (Yeşil Çiğ),Green bell pepper raw,Sebze,raw,USDA,true,163,Biber (Çiğ),strong,can_update_from_usda,6448,"Green Bell Pepper, Raw",22.9291,0.715,4.7781,0.1063,0.9419,0,0,90,true,true,true,,,approved_existing_food_update,Mevcut katalog girdisi (Biber (Çiğ)) ile USDA eşleşmesi onaylandı; güncelleme adayı.
